Totales Territoriales;Comunidades y Ciudades Autónomas;Ramas de actividad;Magnitud;periodo;Total
Total Nacional;05 Canarias;Impuestos netos sobre los productos;Tasas de variación interanuales;2021(P);20,7
Total Nacional;05 Canarias;Impuestos netos sobre los productos;Tasas de variación interanuales;2020;-23,0
Total Nacional;05 Canarias;Impuestos netos sobre los productos;Tasas de variación interanuales;2019;0,8
Total Nacional;05 Canarias;Impuestos netos sobre los productos;Estructura porcentual;2021(P);9,5
Total Nacional;05 Canarias;Impuestos netos sobre los productos;Estructura porcentual;2020;8,8
Total Nacional;05 Canarias;Impuestos netos sobre los productos;Estructura porcentual;2019;9,3
Total Nacional;05 Canarias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);42.843.120
Total Nacional;05 Canarias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;38.630.124
Total Nacional;05 Canarias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;47.182.560
Total Nacional;05 Canarias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);10,9
Total Nacional;05 Canarias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-18,1
Total Nacional;05 Canarias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;3,0
Total Nacional;05 Canarias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100,0
Total Nacional;05 Canarias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100,0
Total Nacional;05 Canarias;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100,0
Total Nacional;06 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2021(P);14.022.067
Total Nacional;06 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2020;12.852.323
Total Nacional;06 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Valor;2019;14.180.759
Total Nacional;06 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2021(P);9,1
Total Nacional;06 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2020;-9,4
Total Nacional;06 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Tasas de variación interanuales;2019;3,2
Total Nacional;06 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2021(P);100,0
Total Nacional;06 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2020;100,0
Total Nacional;06 Cantabria;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;Estructura porcentual;2019;100,0
Total Nacional;06 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;Valor;2021(P);185.011
Total Nacional;06 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;Valor;2020;155.059
Total Nacional;06 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;Valor;2019;153.770
Total Nacional;06 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2021(P);19,3
Total Nacional;06 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2020;0,8
Total Nacional;06 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;Tasas de variación interanuales;2019;-23,7
Total Nacional;06 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2021(P);1,3
Total Nacional;06 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2020;1,2
Total Nacional;06 Cantabria;A. Agricultura, ganadería, silvicultura y pesca;Estructura porcentual;2019;1,1
Total Nacional;06 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2021(P);2.834.352
Total Nacional;06 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2020;2.479.943
Total Nacional;06 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Valor;2019;2.671.327
Total Nacional;06 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2021(P);14,3
Total Nacional;06 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2020;-7,2
Total Nacional;06 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Tasas de variación interanuales;2019;2,1
Total Nacional;06 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2021(P);20,2
Total Nacional;06 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2020;19,3
Total Nacional;06 Cantabria;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Estructura porcentual;2019;18,8
Total Nacional;06 Cantabria;C. - De las cuales: Industria manufacturera;Valor;2021(P);2.264.179
Total Nacional;06 Cantabria;C. - De las cuales: Industria manufacturera;Valor;2020;2.001.452
Total Nacional;06 Cantabria;C. - De las cuales: Industria manufacturera;Valor;2019;2.188.319
Total Nacional;06 Cantabria;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2021(P);13,1
Total Nacional;06 Cantabria;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2020;-8,5
Total Nacional;06 Cantabria;C. - De las cuales: Industria manufacturera;Tasas de variación interanuales;2019;2,0
Total Nacional;06 Cantabria;C. - De las cuales: Industria manufacturera;Estructura porcentual;2021(P);16,1
Total Nacional;06 Cantabria;C. - De las cuales: Industria manufacturera;Estructura porcentual;2020;15,6
Total Nacional;06 Cantabria;C. - De las cuales: Industria manufacturera;Estructura porcentual;2019;15,4
Total Nacional;06 Cantabria;F. Construcción;Valor;2021(P);824.530
Total Nacional;06 Cantabria;F. Construcción;Valor;2020;810.175
Total Nacional;06 Cantabria;F. Construcción;Valor;2019;929.138
Total Nacional;06 Cantabria;F. Construcción;Tasas de variación interanuales;2021(P);1,8
Total Nacional;06 Cantabria;F. Construcción;Tasas de variación interanuales;2020;-12,8
Total Nacional;06 Cantabria;F. Construcción;Tasas de variación interanuales;2019;12,5
Total Nacional;06 Cantabria;F. Construcción;Estructura porcentual;2021(P);5,9
Total Nacional;06 Cantabria;F. Construcción;Estructura porcentual;2020;6,3
Total Nacional;06 Cantabria;F. Construcción;Estructura porcentual;2019;6,6
Total Nacional;06 Cantabria;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2021(P);2.456.565
Total Nacional;06 Cantabria;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2020;2.085.220
Total Nacional;06 Cantabria;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Valor;2019;2.692.742
Total Nacional;06 Cantabria;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2021(P);17,8
Total Nacional;06 Cantabria;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2020;-22,6
Total Nacional;06 Cantabria;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Tasas de variación interanuales;2019;3,3
Total Nacional;06 Cantabria;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2021(P);17,5
Total Nacional;06 Cantabria;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2020;16,2
Total Nacional;06 Cantabria;G_I. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería;Estructura porcentual;2019;19,0
Total Nacional;06 Cantabria;J. Información y comunicaciones;Valor;2021(P);237.417
Total Nacional;06 Cantabria;J. Información y comunicaciones;Valor;2020;233.852
Total Nacional;06 Cantabria;J. Información y comunicaciones;Valor;2019;228.472
Total Nacional;06 Cantabria;J. Información y comunicaciones;Tasas de variación interanuales;2021(P);1,5
Total Nacional;06 Cantabria;J. Información y comunicaciones;Tasas de variación interanuales;2020;2,4
Total Nacional;06 Cantabria;J. Información y comunicaciones;Tasas de variación interanuales;2019;3,8
Total Nacional;06 Cantabria;J. Información y comunicaciones;Estructura porcentual;2021(P);1,7
Total Nacional;06 Cantabria;J. Información y comunicaciones;Estructura porcentual;2020;1,8
Total Nacional;06 Cantabria;J. Información y comunicaciones;Estructura porcentual;2019;1,6
Total Nacional;06 Cantabria;K. Actividades financieras y de seguros;Valor;2021(P);439.321
Total Nacional;06 Cantabria;K. Actividades financieras y de seguros;Valor;2020;432.198
Total Nacional;06 Cantabria;K. Actividades financieras y de seguros;Valor;2019;414.519
Total Nacional;06 Cantabria;K. Actividades financieras y de seguros;Tasas de variación interanuales;2021(P);1,6
Total Nacional;06 Cantabria;K. Actividades financieras y de seguros;Tasas de variación interanuales;2020;4,3
Total Nacional;06 Cantabria;K. Actividades financieras y de seguros;Tasas de variación interanuales;2019;-1,4
Total Nacional;06 Cantabria;K. Actividades financieras y de seguros;Estructura porcentual;2021(P);3,1
Total Nacional;06 Cantabria;K. Actividades financieras y de seguros;Estructura porcentual;2020;3,4
Total Nacional;06 Cantabria;K. Actividades financieras y de seguros;Estructura porcentual;2019;2,9
Total Nacional;06 Cantabria;L. Actividades inmobiliarias;Valor;2021(P);1.787.659
Total Nacional;06 Cantabria;L. Actividades inmobiliarias;Valor;2020;1.745.949
Total Nacional;06 Cantabria;L. Actividades inmobiliarias;Valor;2019;1.751.170
Total Nacional;06 Cantabria;L. Actividades inmobiliarias;Tasas de variación interanuales;2021(P);2,4
Total Nacional;06 Cantabria;L. Actividades inmobiliarias;Tasas de variación interanuales;2020;-0,3
Total Nacional;06 Cantabria;L. Actividades inmobiliarias;Tasas de variación interanuales;2019;3,2
Total Nacional;06 Cantabria;L. Actividades inmobiliarias;Estructura porcentual;2021(P);12,7
Total Nacional;06 Cantabria;L. Actividades inmobiliarias;Estructura porcentual;2020;13,6
Total Nacional;06 Cantabria;L. Actividades inmobiliarias;Estructura porcentual;2019;12,3
Total Nacional;06 Cantabria;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2021(P);851.561
Total Nacional;06 Cantabria;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2020;762.496
Total Nacional;06 Cantabria;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Valor;2019;802.229
Total Nacional;06 Cantabria;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2021(P);11,7
Total Nacional;06 Cantabria;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2020;-5,0
Total Nacional;06 Cantabria;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Tasas de variación interanuales;2019;3,5
Total Nacional;06 Cantabria;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2021(P);6,1
Total Nacional;06 Cantabria;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2020;5,9
Total Nacional;06 Cantabria;M_N. Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;Estructura porcentual;2019;5,7
Total Nacional;06 Cantabria;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2021(P);2.547.812
Total Nacional;06 Cantabria;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2020;2.506.244
Total Nacional;06 Cantabria;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Valor;2019;2.536.541
Total Nacional;06 Cantabria;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2021(P);1,7
Total Nacional;06 Cantabria;O_Q. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales;Tasas de variación interanuales;2020;-1,2
